SubjectID,researchdate,BrandID,Brand,CategoryNameDelivery,QueryText,Weight
4844634155853,2025-07-06,238974,tecno spark,Смартфоны,techno spark 20 pro обзор ghjibdrf,30134.343
4844634155853,2025-07-06,238974,tecno spark,Смартфоны,techno spark 30 pro обзор,30134.343
